IndexName,Date,Close,EPS,P/E,P/B,Div Yield %
NIFTY 50,03-Oct-24,25250.1,1064,23.74,3.78,1.19
NIFTY 50,01-Oct-24,25796.9,1064,24.25,3.86,1.16
NIFTY 50,30-Sep-24,25810.85,1064,24.26,3.87,1.16
NIFTY 50,27-Sep-24,26178.95,1076,24.34,3.87,1.16
NIFTY 50,26-Sep-24,26216.05,1075,24.38,3.87,1.16
NIFTY 50,25-Sep-24,26004.15,1075,24.18,3.84,1.17
NIFTY 50,24-Sep-24,25940.4,1075,24.12,3.83,1.17
NIFTY 50,23-Sep-24,25939.05,1075,24.12,3.83,1.17
NIFTY 50,20-Sep-24,25790.95,1076,23.98,4.08,1.18
NIFTY 50,19-Sep-24,25415.8,1075,23.64,4.04,1.2
NIFTY 50,18-Sep-24,25377.55,1075,23.6,4.04,1.2
NIFTY 50,17-Sep-24,25418.55,1075,23.64,4.05,1.2
NIFTY 50,16-Sep-24,25383.75,1075,23.61,4.07,1.2
NIFTY 50,13-Sep-24,25356.5,1075,23.58,4.07,1.2
NIFTY 50,12-Sep-24,25388.9,1075,23.61,4.18,1.2
NIFTY 50,11-Sep-24,24918.45,1075,23.17,4.11,1.22
NIFTY 50,10-Sep-24,25041.1,1075,23.29,4.15,1.22
NIFTY 50,09-Sep-24,24936.4,1075,23.19,4.21,1.22
NIFTY 50,06-Sep-24,24852.15,1075,23.11,4.2,1.23
NIFTY 50,05-Sep-24,25145.1,1075,23.38,4.25,1.21
NIFTY 50,04-Sep-24,25198.7,1075,23.43,4.26,1.21
NIFTY 50,03-Sep-24,25279.85,1075,23.51,4.27,1.21
NIFTY 50,02-Sep-24,25278.7,1075,23.51,4.27,1.21
NIFTY 50,30-Aug-24,25235.9,1075,23.47,4.26,1.21
NIFTY 50,29-Aug-24,25151.95,1076,23.37,4.24,1.21
NIFTY 50,28-Aug-24,25052.35,1076,23.28,4.22,1.22
NIFTY 50,27-Aug-24,25017.75,1076,23.24,4.22,1.22
NIFTY 50,26-Aug-24,25010.6,1076,23.24,4.21,1.22
NIFTY 50,23-Aug-24,24823.15,1076,23.06,4.18,1.23
NIFTY 50,22-Aug-24,24811.5,1076,23.05,4.18,1.22
NIFTY 50,21-Aug-24,24770.2,1076,23.01,4.17,1.22
NIFTY 50,20-Aug-24,24698.85,1076,22.95,4.16,1.26
NIFTY 50,19-Aug-24,24572.65,1076,22.83,4.14,1.26
NIFTY 50,16-Aug-24,24541.15,1076,22.8,4.14,1.24
NIFTY 50,14-Aug-24,24143.75,1074,22.47,4.07,1.24
NIFTY 50,13-Aug-24,24139,1075,22.46,4.07,1.25
NIFTY 50,12-Aug-24,24347,1075,22.65,4.1,1.24
NIFTY 50,09-Aug-24,24367.5,1075,22.67,4.11,1.21
NIFTY 50,08-Aug-24,24117,1075,22.44,4.06,1.25
NIFTY 50,07-Aug-24,24297.5,1075,22.61,4.09,1.25
NIFTY 50,06-Aug-24,23992.55,1076,22.3,4.04,1.23
NIFTY 50,05-Aug-24,24055.6,1075,22.38,4.05,1.22
NIFTY 50,02-Aug-24,24717.7,1070,23.09,4.17,1.19
NIFTY 50,01-Aug-24,25010.9,1067,23.45,4.22,1.19
NIFTY 50,31-Jul-24,24951.15,1066,23.4,4.21,1.19
NIFTY 50,30-Jul-24,24857.3,1066,23.31,4.19,1.19
NIFTY 50,29-Jul-24,24836.1,1061,23.4,4.19,1.18
NIFTY 50,26-Jul-24,24834.85,1061,23.4,4.19,1.2
NIFTY 50,25-Jul-24,24406.1,1060,23.03,4.11,1.22
NIFTY 50,24-Jul-24,24413.5,1059,23.05,4.11,1.22
NIFTY 50,23-Jul-24,24479.05,1059,23.11,4.12,1.22
NIFTY 50,22-Jul-24,24509.25,1053,23.28,4.15,1.2
NIFTY 50,19-Jul-24,24530.9,1052,23.31,4.16,1.24
NIFTY 50,18-Jul-24,24800.85,1052,23.57,4.19,1.2
NIFTY 50,16-Jul-24,24613,1052,23.39,4.17,1.21
NIFTY 50,15-Jul-24,24586.7,1052,23.38,4.16,1.2
NIFTY 50,12-Jul-24,24502.15,1051,23.32,4.22,1.23
NIFTY 50,11-Jul-24,24315.95,1051,23.14,4.19,1.23
NIFTY 50,10-Jul-24,24324.45,1051,23.15,4.19,1.23
NIFTY 50,09-Jul-24,24433.2,1051,23.25,4.21,1.23
NIFTY 50,08-Jul-24,24320.55,1051,23.14,4.19,1.23
NIFTY 50,05-Jul-24,24323.85,1051,23.15,4.19,1.23
NIFTY 50,04-Jul-24,24302.15,1051,23.13,4.19,1.22
NIFTY 50,03-Jul-24,24286.5,1051,23.11,4.18,1.22
NIFTY 50,02-Jul-24,24123.85,1051,22.96,4.16,1.23
NIFTY 50,01-Jul-24,24141.95,1051,22.97,4.16,1.22
NIFTY 50,28-Jun-24,24010.6,1051,22.85,4.14,1.25
NIFTY 50,27-Jun-24,24044.5,1052,22.86,4.13,1.24
NIFTY 50,26-Jun-24,23868.8,1052,22.69,4.1,1.24
NIFTY 50,25-Jun-24,23721.3,1052,22.55,4.08,1.25
NIFTY 50,24-Jun-24,23537.85,1052,22.38,4.05,1.26
NIFTY 50,21-Jun-24,23501.1,1052,22.34,4.04,1.29
NIFTY 50,20-Jun-24,23567,1052,22.41,4.05,1.25
NIFTY 50,19-Jun-24,23516,1052,22.36,4.08,1.22
NIFTY 50,18-Jun-24,23557.9,1052,22.4,4.08,1.23
NIFTY 50,14-Jun-24,23465.6,1051,22.32,4.07,1.27
NIFTY 50,13-Jun-24,23398.9,1052,22.25,4.06,1.24
NIFTY 50,12-Jun-24,23322.95,1052,22.18,4.09,1.24
NIFTY 50,11-Jun-24,23264.85,1051,22.13,4.08,1.24
NIFTY 50,10-Jun-24,23259.2,1052,22.12,4.08,1.22
NIFTY 50,07-Jun-24,23290.15,1051,22.15,4.08,1.23
NIFTY 50,06-Jun-24,22821.4,1051,21.71,4,1.25
NIFTY 50,05-Jun-24,22620.35,1052,21.51,3.97,1.26
NIFTY 50,04-Jun-24,21884.5,1052,20.81,3.84,1.31
NIFTY 50,03-Jun-24,23263.9,1051,22.13,4.08,1.17
NIFTY 50,31-May-24,22530.7,1053,21.4,3.95,1.28
NIFTY 50,30-May-24,22488.65,1053,21.36,3.94,1.22
NIFTY 50,29-May-24,22704.7,1053,21.57,3.98,1.29
NIFTY 50,28-May-24,22888.15,1053,21.74,4.01,1.28
NIFTY 50,27-May-24,22932.45,1050,21.85,4.02,1.28
NIFTY 50,24-May-24,22957.1,1049,21.88,4.03,1.28
NIFTY 50,23-May-24,22967.65,1049,21.9,4.03,1.27
NIFTY 50,22-May-24,22597.8,1049,21.55,3.96,1.29
NIFTY 50,21-May-24,22529.05,1047,21.52,3.95,1.24
NIFTY 50,18-May-24,22502,1047,21.5,3.95,1.25
NIFTY 50,17-May-24,22466.1,1046,21.47,3.94,1.25
NIFTY 50,16-May-24,22403.85,1046,21.41,3.93,1.26
NIFTY 50,15-May-24,22200.55,1049,21.17,3.89,1.35
NIFTY 50,14-May-24,22217.85,1049,21.19,3.9,1.35
NIFTY 50,13-May-24,22104.05,1035,21.35,3.88,1.35
NIFTY 50,10-May-24,22055.2,1034,21.33,3.87,1.36
NIFTY 50,09-May-24,21957.5,1033,21.26,3.85,1.21
NIFTY 50,08-May-24,22302.5,1032,21.61,3.91,1.19
NIFTY 50,07-May-24,22302.5,1032,21.61,3.91,1.19
NIFTY 50,06-May-24,22442.7,1031,21.77,3.94,1.16
NIFTY 50,03-May-24,22475.85,1028,21.87,3.94,1.16
NIFTY 50,02-May-24,22648.2,1028,22.03,3.97,1.15
NIFTY 50,30-Apr-24,22604.85,1027,22,3.96,1.16
NIFTY 50,29-Apr-24,22643.4,1020,22.2,3.97,1.15
NIFTY 50,26-Apr-24,22419.95,1019,22,3.93,1.19
NIFTY 50,25-Apr-24,22570.35,992,22.75,3.96,1.18
NIFTY 50,24-Apr-24,22402.4,992,22.58,3.93,1.19
NIFTY 50,23-Apr-24,22368,992,22.54,3.92,1.19
NIFTY 50,22-Apr-24,22336.4,981,22.78,3.92,1.19
NIFTY 50,19-Apr-24,22147,976,22.68,3.88,1.2
NIFTY 50,18-Apr-24,21995.85,976,22.53,3.86,1.21
NIFTY 50,16-Apr-24,22147.9,977,22.68,3.88,1.2
NIFTY 50,15-Apr-24,22272.5,976,22.82,3.91,1.2
NIFTY 50,12-Apr-24,22519.4,976,23.08,3.95,1.19
NIFTY 50,10-Apr-24,22753.8,976,23.32,4.01,1.18
NIFTY 50,09-Apr-24,22642.75,976,23.2,3.99,1.19
NIFTY 50,08-Apr-24,22666.3,976,23.23,4,1.18
NIFTY 50,05-Apr-24,22513.7,976,23.07,3.97,1.19
NIFTY 50,04-Apr-24,22514.65,976,23.07,3.97,1.19
NIFTY 50,03-Apr-24,22434.65,976,22.99,3.96,1.2
NIFTY 50,02-Apr-24,22453.3,976,23.01,3.96,1.2
NIFTY 50,01-Apr-24,22462,976,23.02,3.96,1.2
NIFTY 50,28-Mar-24,22326.9,976,22.88,3.94,1.2
NIFTY 50,27-Mar-24,22123.65,969,22.84,3.9,1.21
NIFTY 50,26-Mar-24,22004.7,969,22.72,3.87,1.22
NIFTY 50,22-Mar-24,22096.75,969,22.81,3.89,1.21
NIFTY 50,21-Mar-24,22011.95,968,22.73,3.88,1.22
NIFTY 50,20-Mar-24,21839.1,968,22.55,3.85,1.23
NIFTY 50,19-Mar-24,21817.45,969,22.52,3.84,1.23
NIFTY 50,18-Mar-24,22055.7,969,22.77,3.88,1.22
NIFTY 50,15-Mar-24,22023.35,968,22.74,3.88,1.22
NIFTY 50,14-Mar-24,22146.65,969,22.86,3.9,1.21
NIFTY 50,13-Mar-24,21997.7,969,22.71,3.87,1.22
NIFTY 50,12-Mar-24,22335.7,969,23.06,3.93,1.2
NIFTY 50,11-Mar-24,22332.65,968,23.06,3.93,1.2
NIFTY 50,07-Mar-24,22493.55,969,23.22,3.96,1.19
NIFTY 50,06-Mar-24,22474.05,969,23.2,3.96,1.19
NIFTY 50,05-Mar-24,22356.3,969,23.08,3.94,1.2
NIFTY 50,04-Mar-24,22405.6,969,23.13,3.95,1.2
NIFTY 50,02-Mar-24,22378.4,969,23.1,3.94,1.2
NIFTY 50,01-Mar-24,22338.75,969,23.06,3.93,1.2
NIFTY 50,29-Feb-24,21982.8,968,22.7,3.87,1.22
NIFTY 50,28-Feb-24,21951.15,969,22.66,3.87,1.22
NIFTY 50,27-Feb-24,22198.35,969,22.92,3.91,1.21
NIFTY 50,26-Feb-24,22122.05,969,22.84,3.9,1.21
NIFTY 50,23-Feb-24,22212.7,969,22.93,3.91,1.22
NIFTY 50,22-Feb-24,22217.45,969,22.94,3.91,1.22
NIFTY 50,21-Feb-24,22055.05,969,22.77,3.88,1.23
NIFTY 50,20-Feb-24,22196.95,968,22.92,3.91,1.21
NIFTY 50,19-Feb-24,22122.25,969,22.84,3.9,1.2
NIFTY 50,16-Feb-24,22040.7,968,22.76,3.88,1.22
NIFTY 50,15-Feb-24,21910.75,969,22.62,3.86,1.21
NIFTY 50,14-Feb-24,21840.05,967,22.59,3.85,1.24
NIFTY 50,13-Feb-24,21743.25,966,22.5,3.83,1.25
NIFTY 50,12-Feb-24,21616.05,966,22.38,3.81,1.25
NIFTY 50,09-Feb-24,21782.5,968,22.51,3.84,1.24
NIFTY 50,08-Feb-24,21717.95,967,22.45,3.82,1.24
NIFTY 50,07-Feb-24,21930.5,968,22.66,3.86,1.21
NIFTY 50,06-Feb-24,21929.4,968,22.66,3.86,1.21
NIFTY 50,05-Feb-24,21771.7,972,22.39,3.83,1.21
NIFTY 50,02-Feb-24,21853.8,971,22.51,3.85,1.22
NIFTY 50,01-Feb-24,21697.45,970,22.38,3.82,1.23
NIFTY 50,31-Jan-24,21725.7,967,22.46,3.83,1.23
NIFTY 50,30-Jan-24,21522.1,965,22.31,3.79,1.24
NIFTY 50,29-Jan-24,21737.6,963,22.58,3.83,1.23
NIFTY 50,25-Jan-24,21352.6,959,22.27,3.76,1.25
NIFTY 50,24-Jan-24,21453.95,958,22.39,3.78,1.25
NIFTY 50,23-Jan-24,21238.8,952,22.31,3.74,1.26
NIFTY 50,20-Jan-24,21571.8,949,22.73,3.8,1.24
NIFTY 50,19-Jan-24,21622.4,949,22.79,3.81,1.24
NIFTY 50,18-Jan-24,21462.25,948,22.64,3.78,1.21
NIFTY 50,17-Jan-24,21571.95,937,23.03,3.8,1.21
NIFTY 50,16-Jan-24,22032.3,937,23.52,3.88,1.18
NIFTY 50,15-Jan-24,22097.45,937,23.59,3.89,1.26
NIFTY 50,12-Jan-24,21894.55,938,23.34,3.85,1.27
NIFTY 50,11-Jan-24,21647.2,938,23.08,3.81,1.29
NIFTY 50,10-Jan-24,21618.7,938,23.05,3.81,1.29
NIFTY 50,09-Jan-24,21544.85,938,22.97,3.79,1.29
NIFTY 50,08-Jan-24,21513,938,22.94,3.79,1.29
NIFTY 50,05-Jan-24,21710.8,938,23.15,3.82,1.28
NIFTY 50,04-Jan-24,21658.6,938,23.09,3.81,1.28
NIFTY 50,03-Jan-24,21517.35,938,22.94,3.79,1.29
NIFTY 50,02-Jan-24,21665.8,938,23.1,3.81,1.28
NIFTY 50,01-Jan-24,21741.9,938,23.18,3.83,1.28
NIFTY 50,29-Dec-23,21731.4,938,23.17,3.83,1.28
NIFTY 50,28-Dec-23,21778.7,936,23.27,3.84,1.27
NIFTY 50,27-Dec-23,21654.75,936,23.14,3.82,1.28
NIFTY 50,26-Dec-23,21441.35,936,22.91,3.78,1.29
NIFTY 50,22-Dec-23,21349.4,936,22.81,3.76,1.3
NIFTY 50,21-Dec-23,21255.05,936,22.71,3.75,1.3
NIFTY 50,20-Dec-23,21150.15,936,22.6,3.73,1.31
NIFTY 50,19-Dec-23,21453.1,936,22.92,3.78,1.29
NIFTY 50,18-Dec-23,21418.65,936,22.88,3.78,1.29
NIFTY 50,15-Dec-23,21456.65,936,22.92,3.78,1.29
NIFTY 50,14-Dec-23,21182.7,936,22.63,3.73,1.31
NIFTY 50,13-Dec-23,20926.35,936,22.36,3.69,1.32
NIFTY 50,12-Dec-23,20906.4,936,22.34,3.69,1.33
NIFTY 50,11-Dec-23,20997.1,936,22.44,3.7,1.3
NIFTY 50,08-Dec-23,20969.4,936,22.41,3.7,1.3
NIFTY 50,07-Dec-23,20901.15,936,22.34,3.69,1.3
NIFTY 50,06-Dec-23,20937.7,936,22.38,3.69,1.3
NIFTY 50,05-Dec-23,20855.1,936,22.29,3.68,1.31
NIFTY 50,04-Dec-23,20686.8,936,22.11,3.65,1.32
NIFTY 50,01-Dec-23,20267.9,936,21.66,3.57,1.34
NIFTY 50,30-Nov-23,20133.15,936,21.52,3.55,1.35
NIFTY 50,29-Nov-23,20096.6,936,21.48,3.54,1.36
NIFTY 50,28-Nov-23,19889.7,936,21.26,3.51,1.37
NIFTY 50,24-Nov-23,19794.7,936,21.15,3.49,1.38
NIFTY 50,23-Nov-23,19802,936,21.16,3.49,1.38
NIFTY 50,22-Nov-23,19811.85,936,21.17,3.49,1.38
NIFTY 50,21-Nov-23,19783.4,936,21.14,3.49,1.38
NIFTY 50,20-Nov-23,19694,935,21.06,3.47,1.35
NIFTY 50,17-Nov-23,19731.8,935,21.1,3.48,1.34
NIFTY 50,16-Nov-23,19765.2,935,21.13,3.49,1.34
NIFTY 50,15-Nov-23,19675.45,935,21.05,3.47,1.33
NIFTY 50,13-Nov-23,19443.55,928,20.96,3.43,1.4
NIFTY 50,12-Nov-23,19525.55,928,21.05,3.44,1.4
NIFTY 50,10-Nov-23,19425.35,927,20.95,3.43,1.4
NIFTY 50,09-Nov-23,19395.3,928,20.91,3.42,1.41
NIFTY 50,08-Nov-23,19443.5,927,20.97,3.43,1.42
NIFTY 50,07-Nov-23,19406.7,928,20.92,3.42,1.42
NIFTY 50,06-Nov-23,19411.75,926,20.96,3.42,1.42
NIFTY 50,03-Nov-23,19230.6,921,20.88,3.39,1.43
NIFTY 50,02-Nov-23,19133.25,921,20.77,3.37,1.42
NIFTY 50,01-Nov-23,18989.15,931,20.4,3.34,1.41
NIFTY 50,31-Oct-23,19079.6,933,20.45,3.36,1.41
NIFTY 50,30-Oct-23,19140.9,916,20.9,3.37,1.41
NIFTY 50,27-Oct-23,19047.25,914,20.84,3.35,1.42
NIFTY 50,26-Oct-23,18857.25,914,20.63,3.32,1.51
NIFTY 50,25-Oct-23,19122.15,914,20.92,3.37,1.48
NIFTY 50,23-Oct-23,19281.75,903,21.36,3.39,1.4
NIFTY 50,20-Oct-23,19542.65,901,21.68,3.44,1.38
NIFTY 50,19-Oct-23,19624.7,901,21.77,3.45,1.36
NIFTY 50,18-Oct-23,19671.1,899,21.87,3.46,1.36
NIFTY 50,17-Oct-23,19811.5,885,22.38,3.49,1.35
NIFTY 50,16-Oct-23,19731.75,885,22.29,3.47,1.36
NIFTY 50,13-Oct-23,19751.05,885,22.33,3.48,1.36
NIFTY 50,12-Oct-23,19794,884,22.39,3.48,1.36
NIFTY 50,11-Oct-23,19811.35,884,22.41,3.49,1.36
NIFTY 50,10-Oct-23,19689.85,884,22.27,3.47,1.36
NIFTY 50,09-Oct-23,19512.35,884,22.07,3.43,1.38
NIFTY 50,06-Oct-23,19653.5,884,22.23,3.46,1.37
NIFTY 50,05-Oct-23,19545.75,884,22.11,3.44,1.37
NIFTY 50,04-Oct-23,19436.1,884,21.98,3.42,1.38
NIFTY 50,03-Oct-23,19528.75,884,22.09,3.44,1.38
NIFTY 50,29-Sep-23,19638.3,884,22.21,3.46,1.37
NIFTY 50,28-Sep-23,19523.55,885,22.05,4.31,1.38
NIFTY 50,27-Sep-23,19716.45,885,22.27,4.36,1.36
NIFTY 50,26-Sep-23,19664.7,885,22.21,4.35,1.37
NIFTY 50,25-Sep-23,19674.55,885,22.22,4.36,1.37
NIFTY 50,22-Sep-23,19674.25,885,22.22,4.36,1.37
NIFTY 50,21-Sep-23,19742.35,885,22.3,4.37,1.36
NIFTY 50,20-Sep-23,19901.4,885,22.48,4.41,1.35
NIFTY 50,18-Sep-23,20133.3,885,22.74,4.46,1.34
NIFTY 50,15-Sep-23,20192.35,885,22.81,4.47,1.33
NIFTY 50,14-Sep-23,20103.1,885,22.71,4.47,1.34
NIFTY 50,13-Sep-23,20070,885,22.67,4.46,1.34
NIFTY 50,12-Sep-23,19993.2,885,22.58,4.44,1.35
NIFTY 50,11-Sep-23,19996.35,885,22.59,4.46,1.35
NIFTY 50,08-Sep-23,19819.95,885,22.39,4.43,1.36
NIFTY 50,07-Sep-23,19727.05,885,22.28,4.41,1.36
NIFTY 50,06-Sep-23,19611.05,877,22.37,4.43,1.36
NIFTY 50,05-Sep-23,19574.9,877,22.33,4.46,1.36
NIFTY 50,04-Sep-23,19528.8,877,22.28,4.46,1.36
NIFTY 50,01-Sep-23,19435.3,877,22.17,4.44,1.37
NIFTY 50,31-Aug-23,19253.8,876,21.97,4.4,1.38
NIFTY 50,30-Aug-23,19347.45,877,22.07,4.42,1.38
NIFTY 50,29-Aug-23,19342.65,876,22.07,4.42,1.38
NIFTY 50,28-Aug-23,19306.05,876,22.03,4.43,1.38
NIFTY 50,25-Aug-23,19265.8,877,21.98,4.44,1.38
NIFTY 50,24-Aug-23,19386.7,876,22.12,4.47,1.37
NIFTY 50,23-Aug-23,19444,876,22.19,4.56,1.37
NIFTY 50,22-Aug-23,19396.45,876,22.13,4.55,1.37
NIFTY 50,21-Aug-23,19393.6,865,22.42,4.66,1.37
NIFTY 50,18-Aug-23,19310.15,865,22.32,4.64,1.36
NIFTY 50,17-Aug-23,19365.25,865,22.39,4.66,1.39
NIFTY 50,16-Aug-23,19465,864,22.52,4.68,1.39
NIFTY 50,14-Aug-23,19434.55,858,22.64,4.7,1.39
NIFTY 50,11-Aug-23,19428.3,859,22.63,4.7,1.38
NIFTY 50,10-Aug-23,19543.1,858,22.77,4.73,1.36
NIFTY 50,09-Aug-23,19632.55,861,22.81,4.75,1.37
NIFTY 50,08-Aug-23,19570.85,861,22.73,4.73,1.31
NIFTY 50,07-Aug-23,19597.3,858,22.83,4.74,1.34
NIFTY 50,04-Aug-23,19517,859,22.71,4.72,1.34
NIFTY 50,03-Aug-23,19381.65,859,22.55,4.69,1.35
NIFTY 50,02-Aug-23,19526.55,859,22.72,4.73,1.33
NIFTY 50,01-Aug-23,19733.55,859,22.96,4.82,1.28
NIFTY 50,31-Jul-23,19753.8,858,23.01,4.83,1.28
NIFTY 50,28-Jul-23,19646.05,858,22.91,4.8,1.29
NIFTY 50,27-Jul-23,19659.9,825,23.83,4.8,1.28
NIFTY 50,26-Jul-23,19778.3,825,23.97,4.83,1.27
NIFTY 50,25-Jul-23,19680.6,836,23.55,4.81,1.28
NIFTY 50,24-Jul-23,19672.35,826,23.83,4.81,1.28
NIFTY 50,21-Jul-23,19745,824,23.95,4.82,1.27
NIFTY 50,20-Jul-23,19979.15,824,24.24,4.88,1.28
NIFTY 50,19-Jul-23,19833.15,823,24.09,4.85,1.27
NIFTY 50,18-Jul-23,19749.25,817,24.18,4.83,1.28
NIFTY 50,17-Jul-23,19711.45,817,24.14,4.82,1.29
NIFTY 50,14-Jul-23,19564.5,817,23.96,4.78,1.3
NIFTY 50,13-Jul-23,19413.75,815,23.81,4.74,1.32
NIFTY 50,12-Jul-23,19384.3,858,22.58,4.54,1.38
NIFTY 50,11-Jul-23,19439.4,858,22.65,4.56,1.38
NIFTY 50,10-Jul-23,19355.9,858,22.55,4.54,1.38
NIFTY 50,07-Jul-23,19331.8,858,22.52,4.53,1.39
NIFTY 50,06-Jul-23,19497.3,858,22.72,4.57,1.37
NIFTY 50,05-Jul-23,19398.5,858,22.6,4.55,1.38
NIFTY 50,04-Jul-23,19389,858,22.59,4.54,1.38
NIFTY 50,03-Jul-23,19322.55,858,22.51,4.53,1.4
NIFTY 50,30-Jun-23,19189.05,858,22.36,4.5,1.41
NIFTY 50,28-Jun-23,18972.1,859,22.08,4.43,1.43
NIFTY 50,27-Jun-23,18817.4,859,21.9,4.4,1.44
NIFTY 50,26-Jun-23,18691.2,859,21.76,4.37,1.45
NIFTY 50,23-Jun-23,18665.5,859,21.73,4.36,1.45
NIFTY 50,22-Jun-23,18771.25,859,21.85,4.39,1.44
NIFTY 50,21-Jun-23,18856.85,859,21.96,4.41,1.4
NIFTY 50,20-Jun-23,18816.7,859,21.91,4.4,1.4
NIFTY 50,19-Jun-23,18755.45,859,21.84,4.38,1.42
NIFTY 50,16-Jun-23,18826,859,21.92,4.4,1.39
NIFTY 50,15-Jun-23,18688.1,859,21.76,4.37,1.39
NIFTY 50,14-Jun-23,18755.9,859,21.84,4.38,1.43
NIFTY 50,13-Jun-23,18716.15,859,21.79,4.37,1.43
NIFTY 50,12-Jun-23,18601.5,859,21.66,4.35,1.44
NIFTY 50,09-Jun-23,18563.4,859,21.62,4.34,1.45
NIFTY 50,08-Jun-23,18634.55,859,21.7,4.36,1.44
NIFTY 50,07-Jun-23,18726.4,859,21.81,4.38,1.43
NIFTY 50,06-Jun-23,18599,859,21.66,4.35,1.44
NIFTY 50,05-Jun-23,18593.85,859,21.65,4.35,1.44
NIFTY 50,02-Jun-23,18534.1,859,21.58,4.33,1.45
NIFTY 50,01-Jun-23,18487.75,859,21.53,4.32,1.36
NIFTY 50,31-May-23,18534.4,858,21.59,4.33,1.36
NIFTY 50,30-May-23,18633.85,859,21.7,4.36,1.44
NIFTY 50,29-May-23,18598.65,859,21.65,4.35,1.34
NIFTY 50,26-May-23,18499.35,859,21.54,4.33,1.34
NIFTY 50,25-May-23,18321.15,861,21.28,4.29,1.43
NIFTY 50,24-May-23,18285.4,861,21.24,4.28,1.49
NIFTY 50,23-May-23,18348,857,21.41,4.29,1.49
NIFTY 50,22-May-23,18314.4,857,21.36,4.29,1.49
NIFTY 50,19-May-23,18203.4,847,21.48,4.26,1.5
NIFTY 50,18-May-23,18129.95,848,21.39,4.24,1.5
NIFTY 50,17-May-23,18181.75,847,21.47,4.26,1.49
NIFTY 50,16-May-23,18286.5,847,21.59,4.28,1.48
NIFTY 50,15-May-23,18398.85,839,21.92,4.31,1.27
NIFTY 50,12-May-23,18314.8,839,21.82,4.29,1.28
NIFTY 50,11-May-23,18297,837,21.86,4.28,1.36
NIFTY 50,10-May-23,18315.1,837,21.88,4.29,1.36
NIFTY 50,09-May-23,18265.95,839,21.77,4.28,1.37
NIFTY 50,08-May-23,18264.4,839,21.77,4.28,1.37
NIFTY 50,05-May-23,18069,836,21.62,4.23,1.38
NIFTY 50,04-May-23,18255.8,836,21.85,4.27,1.37
NIFTY 50,03-May-23,18089.85,848,21.33,4.23,1.38
NIFTY 50,02-May-23,18147.65,867,20.92,4.25,1.38
NIFTY 50,28-Apr-23,18065,866,20.87,4.23,1.38
NIFTY 50,27-Apr-23,17915.05,865,20.7,4.19,1.39
NIFTY 50,26-Apr-23,17813.6,865,20.59,4.17,1.4
NIFTY 50,25-Apr-23,17769.25,864,20.56,4.16,1.41
NIFTY 50,24-Apr-23,17743.4,856,20.74,4.15,1.41
NIFTY 50,21-Apr-23,17624.05,855,20.61,4.13,1.42
NIFTY 50,20-Apr-23,17624.45,855,20.61,4.13,1.42
NIFTY 50,19-Apr-23,17618.75,855,20.6,4.12,1.42
NIFTY 50,18-Apr-23,17660.15,855,20.65,4.13,1.41
NIFTY 50,17-Apr-23,17706.85,850,20.82,4.14,1.41
NIFTY 50,13-Apr-23,17828,849,20.99,4.17,1.4
NIFTY 50,12-Apr-23,17812.4,849,20.97,4.17,1.39
NIFTY 50,11-Apr-23,17722.3,850,20.86,4.15,1.4
NIFTY 50,10-Apr-23,17624.05,849,20.75,4.13,1.41
NIFTY 50,06-Apr-23,17599.15,849,20.72,4.12,1.41
NIFTY 50,05-Apr-23,17557.05,849,20.67,4.11,1.41
NIFTY 50,03-Apr-23,17398.05,850,20.48,4.07,1.43
NIFTY 50,31-Mar-23,17359.75,849,20.44,4.06,1.44
NIFTY 50,29-Mar-23,17080.7,849,20.13,4,1.46
NIFTY 50,28-Mar-23,16951.7,849,19.97,3.97,1.47
NIFTY 50,27-Mar-23,16985.7,849,20.01,3.98,1.47
NIFTY 50,24-Mar-23,16945.05,849,19.97,3.97,1.47
NIFTY 50,23-Mar-23,17076.9,849,20.12,4,1.46
NIFTY 50,22-Mar-23,17151.9,849,20.21,4.02,1.45
NIFTY 50,21-Mar-23,17107.5,849,20.16,4.01,1.46
NIFTY 50,20-Mar-23,16988.4,849,20.02,3.98,1.47
NIFTY 50,17-Mar-23,17100.05,849,20.15,4,1.46
NIFTY 50,16-Mar-23,16985.6,849,20.01,3.98,1.47
NIFTY 50,15-Mar-23,16972.15,849,20,3.97,1.47
NIFTY 50,14-Mar-23,17043.3,849,20.08,3.99,1.46
NIFTY 50,13-Mar-23,17154.3,849,20.21,4.02,1.45
NIFTY 50,10-Mar-23,17412.9,849,20.52,4.08,1.43
NIFTY 50,09-Mar-23,17589.6,849,20.73,4.12,1.41
NIFTY 50,08-Mar-23,17754.4,849,20.92,4.16,1.4
NIFTY 50,06-Mar-23,17711.45,849,20.87,4.15,1.41
NIFTY 50,03-Mar-23,17594.35,849,20.73,4.12,1.41
NIFTY 50,02-Mar-23,17321.9,849,20.41,4.06,1.44
NIFTY 50,01-Mar-23,17450.9,849,20.56,4.09,1.43
NIFTY 50,28-Feb-23,17303.95,849,20.39,4.05,1.44
NIFTY 50,27-Feb-23,17392.7,849,20.49,4.07,1.43
NIFTY 50,24-Feb-23,17465.8,849,20.58,4.09,1.42
NIFTY 50,23-Feb-23,17511.25,848,20.64,4.1,1.4
NIFTY 50,22-Feb-23,17554.3,848,20.69,4.11,1.4
NIFTY 50,21-Feb-23,17826.7,848,21.01,4.18,1.38
